RespondentID,Child Abuse/Neglect,ChronicDisease,LonelinessIsolation,DomesticViolence,Crime,DentalProblems,CostofHousing,DrugAlcohol,PeoplenotGetVaccImmun,SedentaryLifestyle,Smoking/VapingTobaccoUse,FirearmRelatedInjuries,GunViolence,Suicide,ElderAbuse/Neglect,MentalHealthProblems,Obesity,SexuallyTransmittedDiseases,Rape/SexualAssault,AgingProblems,Homelessness,QualityNutrition,SeniorCare,AccessSpecialtyCare,LackofFood,CulturalConcerns,AccesstoPrimaryCare,TeenPregnancy,Dementia/Alzheimer,Other
11125592878,Child Abuse/Neglect,,Loneliness /Isolation,Domestic Violence,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,,,Senior Care,,,,,,,
11125586368,,,,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,,,Senior Care,,,,,,,
11125572387,,,,,,,Cost of Housing,,,,,,,,,,,,,,Homelessness,,,,,,,,,
11125571753,Child Abuse/Neglect,,Loneliness /Isolation,,,Dental Problems,,Drug/Alcohol,,,,,,,,,,,,,,,,,,,,,,transportation
11125544806,Child Abuse/Neglect,,,,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,Homelessness,,,,,,,,,
11125523914,,,,,Crime,,,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,,Quality Nutrition,,,,,Access to Primary Care,,,
11125488916,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,Obesity,,,Aging Problems,,,,Access to Specialty Care,,,,,,
11125456862,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,Senior Care,,,,Access to Primary Care,,,
11125422100,,,,,,,,,,,,,,Suicide,Elder Abuse/Neglect,Mental Health Problems,Obesity,,,,,,,,,,,,Dementia/Alzheimer,
11125410518,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,Aging Problems,,,,,,,,,,lack of transportation
11125401288,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,,Obesity,,,,,,,,,,,,,
11125377269,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,,"Smoking/Vaping, Tobacco Use",,,Suicide,,Mental Health Problems,,,,,,,,,,,,,,
11125352840,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,Aging Problems,,,,,,Cultural Concerns,,,,
11125347189,,,Loneliness /Isolation,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,,Obesity,,,,Homelessness,,,,,,,,,
11125250741,,,,,,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,,Obesity,,,,,Quality Nutrition,,,,,,,,
11125224192,,,Loneliness /Isolation,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,Aging Problems,,,,,,,,,,
11125192223,,,,,,,Cost of Housing,,,,,,,Suicide,,Mental Health Problems,,,,,Homelessness,,,,Lack of Food,,,,,
11125064026,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,,,Senior Care,,,,,,,
11124853402,,,,,,,Cost of Housing,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11124633705,,,Loneliness /Isolation,Domestic Violence,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,Aging Problems,,,,,,,,,,
11123980223,Child Abuse/Neglect,,,,,Dental Problems,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,Aging Problems,,,,,,,,,,
11123785009,Child Abuse/Neglect,,Loneliness /Isolation,,,,,Drug/Alcohol,,,,,,,Elder Abuse/Neglect,,,,,,Homelessness,,,,,,,,,
11123703457,,,,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,Aging Problems,,,,,,,,,,
11123462161,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11123447697,,,,,Crime,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,Access to Primary Care,,,
11123434098,,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,,Obesity,,,,Homelessness,,,,,,,,,Public Transportation
11123316889,,,,,,,,,,,,,,,,Mental Health Problems,,,,,Homelessness,Quality Nutrition,,,,,Access to Primary Care,,Dementia/Alzheimer,
11123171749,,,Loneliness /Isolation,,,,,Drug/Alcohol,,,,,,,,,Obesity,,,Aging Problems,,,Senior Care,,,,,,,
11123044482,Child Abuse/Neglect,,,,,Dental Problems,Cost of Housing,,,,,,,,,,,,,,Homelessness,,,Access to Specialty Care,,,,,,
11123018737,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,People not Getting Vaccinations/Immunizations,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,,,,,,,,,,,Access to Primary Care,,,
11122999070,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11122993145,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,Aging Problems,,,Senior Care,,,,,,,
11122935228,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11122889718,,,Loneliness /Isolation,,,,Cost of Housing,,,,,,,,,,,,,Aging Problems,,,,,,,,,,
11122856747,,,,Domestic Violence,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,Senior Care,,,,,,,
11122856621,,,,,,,Cost of Housing,,,,,,Gun Violence,,Elder Abuse/Neglect,,,,Rape/Sexual Assault,,,,,,,,Access to Primary Care,,,
11122806141,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,Aging Problems,,,Senior Care,,,,,,,
11122782218,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,Gun Violence,,,Mental Health Problems,,,,Aging Problems,,,,,,,,,,
11122296674,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,Obesity,,,,,,,,Lack of Food,,,,,
11122279026,,,,Domestic Violence,,,,,,,,,,Suicide,,Mental Health Problems,,,Rape/Sexual Assault,,Homelessness,,,,,,,,,
11122172772,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,Suicide,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11122171297,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,,,,,,,,,,,Mental Health Problems,,,,,,,,Access to Specialty Care,,,,,,
11122108015,,,,Domestic Violence,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,Cultural Concerns,,,,
11122012255,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,,,,,,,,Obesity,,,Aging Problems,Homelessness,,,,,,,,,
11121874765,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,Gun Violence,,,Mental Health Problems,,,,Aging Problems,,,,,,,,,,
11121849445,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,Aging Problems,,,Senior Care,,,,,,,
11121823589,Child Abuse/Neglect,,,,,,,,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,Homelessness,,,,,,,,Dementia/Alzheimer,
11121638908,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",Loneliness /Isolation,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,,,,Access to Specialty Care,,,,,,
11121588719,,,,,Crime,Dental Problems,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11120674565,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,Senior Care,,,Cultural Concerns,,,,
11120671382,,,,,,Dental Problems,,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,Access to Specialty Care,,,Access to Primary Care,,,
11120476955,,,,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,Homelessness,,,,,,Access to Primary Care,,,
11120468306,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,,,,,Elder Abuse/Neglect,,Obesity,,,,,,,,,,,,,
11120215588,,,,,,Dental Problems,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,Access to Primary Care,,,
11120191926,,,,,,,,Drug/Alcohol,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,Homelessness,,Senior Care,,,,,,,
11120158186,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,,Suicide,,,,,,,,,,,,,,,,
11120105416,,,Loneliness /Isolation,,,,Cost of Housing,,,,,,,Suicide,,Mental Health Problems,,,,,,,,,,,,,,Sober Living Facilities
11120067850,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,,,Senior Care,Access to Specialty Care,,,,,,
11120041440,,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,,,Elder Abuse/Neglect,,,,,,Homelessness,,,,,,,,,
11120041025,Child Abuse/Neglect,,,,,,,,,,,,,Suicide,,Mental Health Problems,,,,Aging Problems,Homelessness,,,,,,,,,
11119977369,,,,,,,,,,,,,,,,Mental Health Problems,,,,Aging Problems,Homelessness,,,Access to Specialty Care,,,,,,affordable housing
11119866351,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,,,Senior Care,,,,,,Dementia/Alzheimer,
11119724043,,,,Domestic Violence,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,Dementia/Alzheimer,
11119712814,,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,,,,,Dementia/Alzheimer,
11119696245,,,Loneliness /Isolation,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,Aging Problems,,,,,,,,,,
11119648396,,,,,,,Cost of Housing,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,Obesity,,,Aging Problems,,,,,,,,,,
11119559932,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,Lack of Food,,,,,
11119509989,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,,,Obesity,,,,Homelessness,,Senior Care,,,,,,,
11119498190,,,Loneliness /Isolation,,,Dental Problems,Cost of Housing,,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,,,,,,,,,,
11119343012,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,,,,,Suicide,,Mental Health Problems,,,,,,,,,,,,,,
11119289452,Child Abuse/Neglect,,,,Crime,,,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,,,,,Dementia/Alzheimer,
11119271603,,,,,,,,,,,,,,,Elder Abuse/Neglect,,,,,,Homelessness,,,Access to Specialty Care,,,,,,
11119215442,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11119209931,Child Abuse/Neglect,,,,Crime,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11119204970,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11119189278,,,,,,,,,People not Getting Vaccinations/Immunizations,,,,,,,Mental Health Problems,Obesity,,,,Homelessness,,,,,,,,Dementia/Alzheimer,
11119182462,,,,,,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,,Obesity,,,,Homelessness,,,,,,,,,
11119179933,Child Abuse/Neglect,,,,Crime,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11119107609,,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,Senior Care,,,,,,Dementia/Alzheimer,
11119049967,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,Elder Abuse/Neglect,Mental Health Problems,Obesity,,,,,,,,,,,,,
11119010835,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,,,,,,,,,,Senior Care,,,,Access to Primary Care,,,
11118954293,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,Obesity,,,,Homelessness,,,,,,,,,
11118950061,Child Abuse/Neglect,,,,,,,,,,,,,,,Mental Health Problems,Obesity,,,,Homelessness,,Senior Care,,,,,,,
11118932608,,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,Gun Violence,,,,,,,,Homelessness,,,,,,,,,
11118894730,,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11118842565,,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11118830744,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,,Quality Nutrition,Senior Care,,,,,,,
11118804913,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,,,,,,,Mental Health Problems,,,,Aging Problems,,,,,,,,,,
11118803029,,,,,Crime,,,,,,,Firearm-Related Injuries,,,,Mental Health Problems,,,,,Homelessness,,,,Lack of Food,,,,,
11118800781,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",Loneliness /Isolation,,,,,,,,,,,,,,,,,Aging Problems,,,Senior Care,,,,,,,public transportation
11118788504,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",Loneliness /Isolation,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11118709434,,,,,,Dental Problems,Cost of Housing,,,,,,,,,Mental Health Problems,,,,Aging Problems,,,Senior Care,,,,,,,
11118399737,,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,Elder Abuse/Neglect,,,,,Aging Problems,,,Senior Care,,,,,,,
11117616151,,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,Obesity,,,,Homelessness,,,,,,,,,
11117411846,Child Abuse/Neglect,,,,Crime,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11117275062,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,Aging Problems,,,,,,,,,Dementia/Alzheimer,
11117233327,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,,,,,Aging Problems,,,,,,,,,,
11117197373,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",Loneliness /Isolation,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,,Quality Nutrition,,,,,,,,
11117121456,,,Loneliness /Isolation,,,Dental Problems,Cost of Housing,,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,,,,,,,,,,
11116925653,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,Access to Primary Care,,,
11116924227,,,,,,,,Drug/Alcohol,,,,,,Suicide,Elder Abuse/Neglect,Mental Health Problems,,,,,,,,,,,,,Dementia/Alzheimer,
11116813102,,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,,Obesity,,,Aging Problems,,,Senior Care,,,,,,,
11116795862,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,,,,Teenage Pregnancy,,
11116788309,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,Aging Problems,Homelessness,,Senior Care,,,,,,,
11116776059,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,Elder Abuse/Neglect,,,,,,,,,,,,,,Dementia/Alzheimer,
11116772381,,,Loneliness /Isolation,,,,,,,,,,,,Elder Abuse/Neglect,,,,,Aging Problems,,,Senior Care,,,,,,Dementia/Alzheimer,
11116771726,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,,,,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,,,,,,,,,,
11116768354,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,,,,,,,,,,,,,,
11116759619,,,,,,,Cost of Housing,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,Homelessness,,Senior Care,,,,,,,
11116745208,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11116729193,,,,Domestic Violence,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,Dementia/Alzheimer,
11116713096,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,Suicide,,,Obesity,,,,Homelessness,,,,,,,,,
11116619679,,,,,Crime,,,,,,,,,Suicide,Elder Abuse/Neglect,Mental Health Problems,,,,,,,,,,,Access to Primary Care,,,
11116593574,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,Homelessness,,,,,,,,,
11116544649,Child Abuse/Neglect,,,,,,,Drug/Alcohol,People not Getting Vaccinations/Immunizations,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11116481652,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,Crime,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11116422475,Child Abuse/Neglect,,,,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,,Quality Nutrition,,,Lack of Food,,,,,
11116421816,Child Abuse/Neglect,,,,Crime,,,Drug/Alcohol,,,,,,,,,,,,,Homelessness,Quality Nutrition,,,,,,,,
11116370205,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11116261907,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,Access to Specialty Care,,,,,,
11116105968,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,Aging Problems,,,,,,,,,,
11115955822,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,Rape/Sexual Assault,,,,,Access to Specialty Care,,,,,,
11115949717,,,,,,,,,,,"Smoking/Vaping, Tobacco Use",,,Suicide,Elder Abuse/Neglect,,,,,Aging Problems,Homelessness,,,,,,,,,
11115752012,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,Access to Primary Care,,,
11115735738,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,Suicide,,Mental Health Problems,,,,,,,Senior Care,,,,,,,
11115729508,Child Abuse/Neglect,,,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,,,,,,,,,,
11115682638,Child Abuse/Neglect,,,,,,,,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,,,Senior Care,,,,,,Dementia/Alzheimer,
11115669651,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,Aging Problems,,,,,Lack of Food,,,,,
11115567930,,,,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,Obesity,,,,,Quality Nutrition,,,,,,Teenage Pregnancy,,
11115536608,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,,,,,Lack of Food,,,,,
11115486267,,,,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,Obesity,,,Aging Problems,,Quality Nutrition,,,,,,,,
11115439722,,,,,,,Cost of Housing,,,,,,,Suicide,,Mental Health Problems,,,,Aging Problems,,,,,,,Access to Primary Care,,,
11115370513,,,,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,,,,,Homelessness,,,,,,Access to Primary Care,,,
11115340578,,,,,,,Cost of Housing,,,,,,Gun Violence,Suicide,,,,,,,Homelessness,,,,,,Access to Primary Care,,,
11115332790,,,,,,,Cost of Housing,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,Homelessness,,,Access to Specialty Care,,,,,,
11115300587,Child Abuse/Neglect,,,,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,Homelessness,Quality Nutrition,,Access to Specialty Care,,,,,,
11115254272,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,Aging Problems,Homelessness,,Senior Care,,,,,,,
11115230842,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11115193467,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,People not Getting Vaccinations/Immunizations,,,,,,,Mental Health Problems,,,,,,,Senior Care,,,,,,,
11115066582,,,,Domestic Violence,Crime,,Cost of Housing,Drug/Alcohol,,,,,,Suicide,,,,,,,,,,,,,,,,
11115050911,Child Abuse/Neglect,,,,,,,,,,,,Gun Violence,,Elder Abuse/Neglect,Mental Health Problems,,,,,,,,,,,,,Dementia/Alzheimer,
11115045082,,,,,,,,Drug/Alcohol,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11115025839,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,Dental Problems,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,Rape/Sexual Assault,,,,,,,,,,,
11114678691,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,,,,,,,,,,,,,,,Homelessness,,,,Lack of Food,,Access to Primary Care,,,
11114605368,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,Homelessness,,,,,,,,,
11114462314,,,,,,,Cost of Housing,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,Aging Problems,,,,,,,Access to Primary Care,,,
11114429192,,,Loneliness /Isolation,Domestic Violence,,Dental Problems,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,Elder Abuse/Neglect,,,,,,,,,,,,,,,
11114412473,,,,,,,Cost of Housing,Drug/Alcohol,,,,,,Suicide,,,,,,,Homelessness,,,,,,Access to Primary Care,,,
11114367453,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,,Quality Nutrition,,,Lack of Food,Cultural Concerns,,,,
11114353545,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,Senior Care,,,,,,,
11114328622,,,,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,Obesity,,,Aging Problems,,,,,,,,,,
11114281395,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,Senior Care,,,,,,Dementia/Alzheimer,
11114279405,,,,,,Dental Problems,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,,,,,,Homelessness,,,,,,,,,
11114271139,Child Abuse/Neglect,,,,,Dental Problems,,,,,"Smoking/Vaping, Tobacco Use",,,,,,Obesity,,,,,Quality Nutrition,,,,,,,,
11114266186,Child Abuse/Neglect,,Loneliness /Isolation,,,,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,,,,Senior Care,,,,,,,
11114242599,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,Cost of Housing,,,,,,,,,,,,,,,,,Access to Specialty Care,,Cultural Concerns,,,,
11114095824,,,,,,,Cost of Housing,,,,,,,,,,Obesity,,,,Homelessness,,,,,,,,,
11114042329,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,,,,,,,,,,
11114029226,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,Elder Abuse/Neglect,,,,,Aging Problems,Homelessness,,,,,,,,,
11114013802,,,,Domestic Violence,Crime,,,,,,,,,Suicide,,,,,,,,,,,,,,Teenage Pregnancy,,
11113991418,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,,,,,,Need for health and dental care
