Respondent ID,ResidencyStatus,Age,Gender,Race,Ethnicity,PrimaryLang,LangOther,MedicalnsuranceType,InsuranceOther,ChildUnder18inHome,Employed,ResidenceType,ResidenceOther,IncomeRange,SizeHousehold,ZipCode,HousingBurdened,MaritalStatus,HighestLevelEd
11129523739,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",4,33952,No,Married,Advance Degree (Masters or Doctorate)
11129512504,Permanent,60 and over,Female,Black or African American,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$15,000 to $45,000",2,33952,,Divorced,Advance Degree (Masters or Doctorate)
11129468806,Permanent,60 and over,Male,White,,English,,No Insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33948,No,Married,Some College
11129398036,Permanent,18-34,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",3,33950,No,Married,Advance Degree (Masters or Doctorate)
11129285910,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,No,Full Time,Rent a Home,,"$15,000 to $45,000",3,33950,Yes,Single,Some College
11128857166,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Self-Employed,Own a Home,,"$45,001 to $90,000",1,33983,No,Single,Advance Degree (Masters or Doctorate)
11128840140,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"Over $150,000",2,33960,No,Married,Associate's Degree
11128584788,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Self-Employed,Own a Home,,"$90,001 to $150,000",4,33983,No,Divorced,Associate's Degree
11128582891,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",3,33952,Yes,Married,Advance Degree (Masters or Doctorate)
11128504549,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",3,33980,No,Single,Some College
11128388177,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",3,33952,No,Married,Some College
11128346916,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$45,001 to $90,000",1,33948,No,Widowed,Bachelor's Degree
11128320949,Permanent,18-34,Female,Other,Hispanic or Latino,English,,Other (please specify),cigna,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",3,33952,Yes,Single,Some College
11127986001,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"Over $150,000",2,33982,No,Married,Advance Degree (Masters or Doctorate)
11127057939,Permanent,60 and over,Male,White,,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33952,Yes,Married,Associate's Degree
11126670689,"Work in the County, but live outside",60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",1,33990,No,Widowed,Advance Degree (Masters or Doctorate)
11126574267,"Work in the County, but live outside",60 and over,Female,Other,Hispanic or Latino,English,,Other (please specify),cigna,No,Full Time,Own a Home,,"$15,000 to $45,000",2,34288,Yes,Single,High School Diploma/GED
11126531114,Permanent,60 and over,Male,White,,English,,Private insurance,,No,Part Time,Own a Home,,"$45,001 to $90,000",2,33983,No,Married,Advance Degree (Masters or Doctorate)
11126456021,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Retired,Own a Home,,"$45,001 to $90,000",3,33952,No,Widowed,Some College
11126413787,Permanent,60 and over,Female,,Not Hispanic or Latino,English,,Other (please specify),Employee insurance,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33948,No,Divorced,Some College
11126303848,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$15,000 to $45,000",2,33950,No,Divorced,Bachelor's Degree
11126297936,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",3,34286,No,Married,Some College
11126081921,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$15,000 to $45,000",2,33984,No,Married,Bachelor's Degree
11126004524,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Unemployed,Live with Others,,"Less than $15,000",4,33947,No,Single,Some High School or Less
11125875565,Permanent,18-34,Female,Mixed,Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Unemployed,Other (please specify),A,"Less than $15,000",2,33954,Yes,Single,High School Diploma/GED
11125872405,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Part Time,Own a Home,,"Less than $15,000",1,33982,Not Sure,Single,Associate's Degree
11125819783,Permanent,35-59,Female,,,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33955,No,Married,Some College
11125758261,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",2,33948,Yes,Divorced,Some College
11125622848,Permanent,35-59,Female,,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",3,33983,Yes,Divorced,Associate's Degree
11125601473,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",5,33952,No,Married,Some College
11125592878,Permanent,35-59,Female,White,,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",3,33955,Yes,Married,Associate's Degree
11125586368,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$45,001 to $90,000",1,33981,No,Single,Some College
11125572387,,,,,,,,,,,,,,,,,,,
11125571753,"Work in the County, but live outside",60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,34286,No,Married,Bachelor's Degree
11125544806,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$45,001 to $90,000",1,34239,Yes,Divorced,Bachelor's Degree
11125523914,"Work in the County, but live outside",18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",5,34266,No,Married,Bachelor's Degree
11125488916,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Unemployed,Own a Home,,"$45,001 to $90,000",2,33950,No,Married,Some College
11125456862,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,No,Full Time,Rent a Home,,"$15,000 to $45,000",3,33950,Yes,Widowed,Bachelor's Degree
11125422100,"Work in the County, but live outside",35-59,Male,White,,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,34291,Yes,Married,Some College
11125410518,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",3,33980,Yes,Divorced,Bachelor's Degree
11125401288,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,34223,Not Sure,Married,High School Diploma/GED
11125377269,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Unemployed,Own a Home,,"Over $150,000",4,33983,No,Married,Bachelor's Degree
11125352840,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",4,33954,No,Married,Advance Degree (Masters or Doctorate)
11125347189,Permanent,18-34,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",3,33954,No,Married,Bachelor's Degree
11125250741,,,,,,,,,,,,,,,,,,,
11125224192,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"Over $150,000",4,33982,No,Married,Advance Degree (Masters or Doctorate)
11125192223,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",1,33952,No,Widowed,High School Diploma/GED
11125064026,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,34286,Yes,Married,High School Diploma/GED
11124853402,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"Over $150,000",4,33950,No,Married,Advance Degree (Masters or Doctorate)
11124633705,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$90,001 to $150,000",2,33950,No,Widowed,Some College
11123980223,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"Over $150,000",4,33954,No,Married,Advance Degree (Masters or Doctorate)
11123785009,Permanent,35-59,Female,Mixed,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",3,33980,Yes,Married,Advance Degree (Masters or Doctorate)
11123703457,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Live with Others,,"$15,000 to $45,000",2,33983,Not Sure,Single,Advance Degree (Masters or Doctorate)
11123462161,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$45,001 to $90,000",2,33983,Yes,Married,Bachelor's Degree
11123447697,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33954,No,Married,Associate's Degree
11123434098,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",4,33947,Yes,Divorced,Bachelor's Degree
11123316889,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,No,Full Time,Live with Others,,"$15,000 to $45,000",2,34287,No,Married,Associate's Degree
11123171749,,,,,,,,,,,,,,,,,,,
11123044482,Permanent,18-34,Female,White,Not Hispanic or Latino,,,No Insurance,,Yes,Full Time,Live with Others,,"$15,000 to $45,000",9,34224,Yes,Married,Associate's Degree
11123018737,Temporary,18-34,Male,Asian,Not Hispanic or Latino,English,,No Insurance,,No,Full Time,Rent a Home,,"$45,001 to $90,000",1,69420,Yes,Single,Bachelor's Degree
11122999070,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"Over $150,000",2,33948,No,Married,Advance Degree (Masters or Doctorate)
11122993145,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Full Time,Rent a Home,,"$15,000 to $45,000",Two,,Yes,Divorced,Advance Degree (Masters or Doctorate)
11122935228,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",5,33952,Yes,Married,Bachelor's Degree
11122889718,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33982,Yes,Married,Advance Degree (Masters or Doctorate)
11122856747,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Other (please specify),Health Insurance through employer,No,Full Time,Own a Home,,"$15,000 to $45,000",1,33983,No,Divorced,High School Diploma/GED
11122856621,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Self-Employed,Own a Home,,,2,33950,No,Married,Advance Degree (Masters or Doctorate)
11122806141,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"Over $150,000",5,33950,No,Married,Advance Degree (Masters or Doctorate)
11122782218,"Work in the County, but live outside",35-59,Male,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,English,,Other (please specify),County Insurance,No,Full Time,Live with Others,,"$15,000 to $45,000",6,,Yes,Single,Some College
11122296674,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$90,001 to $150,000",2,33950,No,Married,Bachelor's Degree
11122279026,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33950,No,Married,Bachelor's Degree
11122172772,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"Over $150,000",2,33955,No,Married,Bachelor's Degree
11122171297,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33952,No,Divorced,Associate's Degree
11122108015,None of the above,35-59,Male,White,,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",Two and one child in Collage,34266,No,Married,High School Diploma/GED
11122012255,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Part Time,Own a Home,,"$90,001 to $150,000",3,33952,No,Single,Bachelor's Degree
11121874765,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$45,001 to $90,000",1,33952,Yes,Single,Advance Degree (Masters or Doctorate)
11121849445,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33948,No,Single,Advance Degree (Masters or Doctorate)
11121823589,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",3,33950,Not Sure,Divorced,Some College
11121638908,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",3,33948,No,Married,Associate's Degree
11121588719,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",3,34223,No,Married,Advance Degree (Masters or Doctorate)
11120674565,Permanent,35-59,Female,White,Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"Less than $15,000",3,33948,Yes,Single,Advance Degree (Masters or Doctorate)
11120671382,None of the above,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"Over $150,000",4,34287,Not Sure,Married,Advance Degree (Masters or Doctorate)
11120476955,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",5,33980,Not Sure,Married,Some College
11120468306,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",5,33952,Yes,Divorced,Some High School or Less
11120215588,None of the above,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,,No,Divorced,Advance Degree (Masters or Doctorate)
11120191926,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33954,Yes,Single,High School Diploma/GED
11120158186,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$45,001 to $90,000",3,33950,Yes,Divorced,Bachelor's Degree
11120105416,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33982,No,Married,Bachelor's Degree
11120067850,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,No,Full Time,Rent a Home,,"$45,001 to $90,000",3,33971,Yes,Divorced,Bachelor's Degree
11120041440,,,,,,,,,,,,,,,,,,,
11120041025,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33950,No,Married,Advance Degree (Masters or Doctorate)
11119977369,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$45,001 to $90,000",4,34293,Yes,Married,Advance Degree (Masters or Doctorate)
11119866351,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",3,33950,Not Sure,Married,Associate's Degree
11119724043,,,,,,,,,,,,,,,,,,,
11119712814,"Work in the County, but live outside",35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",3,34266,No,Married,Bachelor's Degree
