RespondID,HealthierMenuOptionsRest,FreeLowCostSportsEquip,AccessTrailsParks,CounselingSupport,WellMaintainedSidewalks,HealthEducationWellnessProg,AffordableSportsRecActiv,FarmersMarkets,CommunityGardens,SmokeFreeEnviron,MentalHealthSupportProg,AdequateAfterSchoolProg,DiversityTolerantPop,AffordableHousing,HighQualJobs,ArtsCulturalEvents,CleanEnviron,TransportationOptions,LowCrimeSafeNeighborhoods,ReligiousSpiritualValues,Churches,QualEducGoodSchools,Other
11125819783,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,Religious and Spiritual Values,Churches,,
11125758261,,,Access to Trails and Parks,,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,,
11125622848,,,,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,,,,A Diversity-Tolerant Population,Affordable Housing,,,,Transportation Options,,,,,
11125601473,,,,,Well-Maintained Sidewalks,,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,,,,,,
11125592878,,,Access to Trails and Parks,,,,,,,,,,,Affordable Housing,High Quality Jobs,,,,,,,,
11125586368,,,,Counseling & Support,Well-Maintained Sidewalks,,,,,,,,,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11125572387,,,,,Well-Maintained Sidewalks,,,,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,Quality Education (Good Schools),
11125571753,,,,Counseling & Support,,,,Farmers Markets,,,,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,,,,,,
11125544806,,Free or Low Cost Sports Equipment,,Counseling & Support,Well-Maintained Sidewalks,Health Education/Wellness Programs,,,,,Mental Health Support Programs,Adequate After-School Programs,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,Arts and Cultural Events,,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11125523914,,,,,,,,,,Smoke-Free Environment,,,,,,,,Transportation Options,,,,,
11125488916,,,,,,Health Education/Wellness Programs,,,,Smoke-Free Environment,,Adequate After-School Programs,,Affordable Housing,,,Clean Environment,,,,,,
11125456862,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,Affordable Housing,,,,Transportation Options,,,,,
11125422100,,,,,Well-Maintained Sidewalks,,,Farmers Markets,,,,,,,,,,Transportation Options,,,,,
11125410518,Healthier Menu Options at Restaurants,,Access to Trails and Parks,,,,Affordable Sports and Recreation Activities,Farmers Markets,,,,Adequate After-School Programs,,,,,,Transportation Options,,,,Quality Education (Good Schools),
11125401288,,Free or Low Cost Sports Equipment,,,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,,High Quality Jobs,,,,,,,,
11125377269,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,,Smoke-Free Environment,,,,,,,,,Low Crime/Safe Neighborhoods,Religious and Spiritual Values,,,
11125352840,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,,,,,Quality Education (Good Schools),
11125347189,,,,,,,,,,,,Adequate After-School Programs,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11125250741,,Free or Low Cost Sports Equipment,,,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,,Smoke-Free Environment,,,,,High Quality Jobs,,,,,,,,
11125224192,,,,,,,,,,,,,,Affordable Housing,,,Clean Environment,,Low Crime/Safe Neighborhoods,,,,
11125192223,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11125064026,,,,,,,Affordable Sports and Recreation Activities,,Community Gardens,,Mental Health Support Programs,,,,High Quality Jobs,,,Transportation Options,,,,,
11124853402,Healthier Menu Options at Restaurants,,Access to Trails and Parks,,,,,,,,,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,,,,,,
11124633705,,,,,,,,,,Smoke-Free Environment,,,,Affordable Housing,High Quality Jobs,,Clean Environment,Transportation Options,,,,,
11123980223,Healthier Menu Options at Restaurants,,,,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,Clean Environment,,,,,,
11123785009,,,,,,,,,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11123703457,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,Quality Education (Good Schools),
11123462161,,,Access to Trails and Parks,,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,Arts and Cultural Events,,Transportation Options,,,,,
11123447697,,,Access to Trails and Parks,,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,,
11123434098,Healthier Menu Options at Restaurants,,,,,,,Farmers Markets,,,,,,Affordable Housing,,,,Transportation Options,,,,,
11123316889,Healthier Menu Options at Restaurants,,,Counseling & Support,,Health Education/Wellness Programs,,,Community Gardens,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,,
11123171749,,,,,Well-Maintained Sidewalks,,,,,,,,,,,,,,,,,,
11123044482,,Free or Low Cost Sports Equipment,,,,,Affordable Sports and Recreation Activities,,,,,Adequate After-School Programs,,Affordable Housing,,,,,,,,Quality Education (Good Schools),
11123018737,,,,Counseling & Support,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,,,,Clean Environment,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11122999070,,,,,Well-Maintained Sidewalks,,,,,Smoke-Free Environment,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11122993145,,,,,,,,Farmers Markets,,,,,,Affordable Housing,High Quality Jobs,,Clean Environment,,,,,Quality Education (Good Schools),
11122935228,,,,,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,Affordable Housing,,,,,,,,,Financial Wellness Education
11122889718,,,,,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,,,,,A Diversity-Tolerant Population,,,Arts and Cultural Events,,,,,,,
11122856747,,,,,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11122856621,Healthier Menu Options at Restaurants,,,,,,,,,Smoke-Free Environment,,,A Diversity-Tolerant Population,,,,,Transportation Options,,,,,
11122806141,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,,
11122782218,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,,High Quality Jobs,Arts and Cultural Events,,Transportation Options,,,,Quality Education (Good Schools),
11122296674,,,,,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,,,,,Quality Education (Good Schools),
11122279026,,,,,,,,,,,,,,Affordable Housing,High Quality Jobs,,,,,,,,
11122172772,,,,,,,,,,,Mental Health Support Programs,,,,High Quality Jobs,,,Transportation Options,,,,,
11122171297,,,,,,,,Farmers Markets,,,Mental Health Support Programs,,,Affordable Housing,,Arts and Cultural Events,,Transportation Options,,,,,
11122108015,,,,,,,,,,,,Adequate After-School Programs,,,High Quality Jobs,,,,,,,,
11122012255,,,Access to Trails and Parks,Counseling & Support,,,,Farmers Markets,,,,Adequate After-School Programs,,,,,,,Low Crime/Safe Neighborhoods,,,,
11121874765,,,,,,,,Farmers Markets,,,Mental Health Support Programs,,A Diversity-Tolerant Population,Affordable Housing,,Arts and Cultural Events,,,,,,,
11121849445,,,,,,,,,,,,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,Clean Environment,,,,,,
11121823589,,,,,,,,Farmers Markets,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,Clean Environment,,,,,,
11121638908,Healthier Menu Options at Restaurants,,,,Well-Maintained Sidewalks,,,,,Smoke-Free Environment,,,,,High Quality Jobs,,Clean Environment,,,,,,
11121588719,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11120674565,,,,,,,,,Community Gardens,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11120671382,,Free or Low Cost Sports Equipment,Access to Trails and Parks,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,,,,,Transportation Options,,,,,
11120476955,,Free or Low Cost Sports Equipment,Access to Trails and Parks,,Well-Maintained Sidewalks,Health Education/Wellness Programs,,,,,,,,,,,,,Low Crime/Safe Neighborhoods,,,,
11120468306,Healthier Menu Options at Restaurants,,,,,,,,,,,Adequate After-School Programs,,,High Quality Jobs,,,,,,,,
11120215588,,,Access to Trails and Parks,,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11120191926,,,,,,,,,,,,Adequate After-School Programs,,,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11120158186,,,,,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,,High Quality Jobs,,,,,,Churches,Quality Education (Good Schools),
11120105416,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,Affordable Housing,,,,Transportation Options,,,,,
11120067850,,,,,,,,,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11120041440,,,,,,,,Farmers Markets,Community Gardens,,Mental Health Support Programs,,A Diversity-Tolerant Population,Affordable Housing,,,,,,,,,
11120041025,,,,,,,,,,,,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,Quality Education (Good Schools),
11119977369,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,Clean Environment,Transportation Options,,,,,
11119866351,,,Access to Trails and Parks,Counseling & Support,,,,Farmers Markets,,,Mental Health Support Programs,,,Affordable Housing,,,,,,,,,
11119724043,,,,,,,,,,,,,,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),affordable childcare
11119712814,,,,,,,,,,,,,,Affordable Housing,,,,,,,,,
11119696245,Healthier Menu Options at Restaurants,,,,,,,,,Smoke-Free Environment,,,A Diversity-Tolerant Population,Affordable Housing,,,,Transportation Options,,,,,
11119648396,Healthier Menu Options at Restaurants,,,Counseling & Support,Well-Maintained Sidewalks,,,,,,,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,Arts and Cultural Events,,,,,,,
11119559932,,,,,,Health Education/Wellness Programs,,Farmers Markets,,,,,,Affordable Housing,,,,Transportation Options,,,,Quality Education (Good Schools),
11119509989,Healthier Menu Options at Restaurants,,,,,,,Farmers Markets,,,,,,Affordable Housing,,,,,,,,,
11119498190,,,,,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,,High Quality Jobs,Arts and Cultural Events,,Transportation Options,,,,,
11119343012,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11119289452,,,,,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,,,,,Quality Education (Good Schools),
11119271603,,,,,,,,,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11119215442,Healthier Menu Options at Restaurants,,,Counseling & Support,,,,,,Smoke-Free Environment,Mental Health Support Programs,,,Affordable Housing,,,,,,,,,
11119209931,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,,,,,,,High Quality Jobs,,,,,,,,
11119204970,,,,,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,Adequate After-School Programs,A Diversity-Tolerant Population,,,,,,,,,Quality Education (Good Schools),
11119189278,,,Access to Trails and Parks,,,,Affordable Sports and Recreation Activities,Farmers Markets,Community Gardens,,Mental Health Support Programs,Adequate After-School Programs,,,High Quality Jobs,Arts and Cultural Events,Clean Environment,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11119182462,Healthier Menu Options at Restaurants,,Access to Trails and Parks,,Well-Maintained Sidewalks,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,,Smoke-Free Environment,,,A Diversity-Tolerant Population,,,Arts and Cultural Events,Clean Environment,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11119179933,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,,,,,,,,Clean Environment,,Low Crime/Safe Neighborhoods,,,,
11119107609,,,,,Well-Maintained Sidewalks,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11119049967,,,Access to Trails and Parks,Counseling & Support,,,Affordable Sports and Recreation Activities,,,,,Adequate After-School Programs,,,,,Clean Environment,,,,,,
11119010835,Healthier Menu Options at Restaurants,,,,,,,,,,,,,,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11118954293,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),More activity options for young families
11118950061,,,,,,,,,,,,,,Affordable Housing,,Arts and Cultural Events,Clean Environment,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11118932608,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,,
11118894730,Healthier Menu Options at Restaurants,,,,,,,Farmers Markets,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,,
11118842565,,Free or Low Cost Sports Equipment,,,,,,,,,,Adequate After-School Programs,,Affordable Housing,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11118830744,Healthier Menu Options at Restaurants,,,,,Health Education/Wellness Programs,,,,Smoke-Free Environment,,,,,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11118804913,,,Access to Trails and Parks,,,,,,,Smoke-Free Environment,Mental Health Support Programs,Adequate After-School Programs,,,,,,,,,,,
11118803029,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,,,,,,,,,,
11118800781,,,,Counseling & Support,,,,,,,,,A Diversity-Tolerant Population,,High Quality Jobs,,,Transportation Options,,,,Quality Education (Good Schools),
11118788504,,,,,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11118709434,,,,,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11118399737,,,,,,,,,,,,,,,,,,,,,,,
11117616151,,,,,Well-Maintained Sidewalks,,,,,Smoke-Free Environment,,,,Affordable Housing,,,,,,,,,
11117411846,Healthier Menu Options at Restaurants,,,Counseling & Support,,Health Education/Wellness Programs,,Farmers Markets,,,Mental Health Support Programs,,,,,,,,,,,,
11117275062,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,Farmers Markets,,,Mental Health Support Programs,,,,,,,,,,,Quality Education (Good Schools),
11117233327,,,Access to Trails and Parks,,Well-Maintained Sidewalks,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,,,,,,,High Quality Jobs,Arts and Cultural Events,,Transportation Options,,,,Quality Education (Good Schools),
11117197373,,,,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,,,,Transportation Options,,Religious and Spiritual Values,,,
11117121456,Healthier Menu Options at Restaurants,,,Counseling & Support,,,,Farmers Markets,,,,,,,,,,,,,,Quality Education (Good Schools),
11116925653,,,,Counseling & Support,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11116924227,,,,Counseling & Support,,Health Education/Wellness Programs,,,,Smoke-Free Environment,,,,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,,,,
11116813102,,,,,,,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,Quality Education (Good Schools),
